start,end,duration_hr,peak_clean,median_clean,peak_phase
2012-01-10 06:45:30,2012-01-10 07:25:30,0.6666666666666666,4.7385054789909695,4.091634724966742,7.675958999196399
2012-01-10 07:55:30,2012-01-10 08:25:30,0.5,9.584723425442515,4.841873323991727,16.593570711027297
2012-03-10 16:55:30,2012-03-10 17:25:30,0.5,8.485367627750026,7.369358504806833,10.147738169007715
2012-03-18 10:15:30,2012-03-18 10:35:30,0.3333333333333333,3.8975556204878847,3.409206598799007,7.00280374880062
2012-07-14 06:35:30,2012-07-14 07:05:30,0.5,9.986741166408878,4.09639825666698,22.32258214690984
2012-07-24 11:15:30,2012-07-24 12:25:30,1.1666666666666667,41.00842589935703,26.481469740079692,52.82174267222788
2012-07-28 12:15:30,2012-07-28 12:35:30,0.3333333333333333,4.750258904189911,4.293063672642948,6.78808039812585
2012-08-22 12:05:30,2012-08-22 12:25:30,0.3333333333333333,9.282211226602492,5.313459827802038,16.12671675989538
2012-09-09 12:45:30,2012-09-09 13:05:30,0.3333333333333333,3.957408950153604,3.600486060786657,10.075869000123896
2012-09-29 12:45:30,2012-09-29 13:05:30,0.3333333333333333,4.2908640155986495,4.105312152701654,6.0627285715833485
2012-12-05 03:35:30,2012-12-05 04:15:30,0.6666666666666666,9.28497566731686,6.0632656247027406,14.558998861518367
2012-12-07 03:55:30,2012-12-07 04:15:30,0.3333333333333333,8.563257135498459,5.367067213381404,12.61527775177572
2012-12-08 07:05:30,2012-12-08 07:25:30,0.3333333333333333,8.050572586523439,5.411263884089611,24.196527366973697
2012-12-11 04:05:30,2012-12-11 04:25:30,0.3333333333333333,4.189314164138167,3.2671355808872287,8.073970822427698
2012-12-15 03:05:30,2012-12-15 03:35:30,0.5,11.511246087188455,7.874242897161562,50.92841608500841
