year,n_daily_rows,n_windows,n_cir,n_transient,median_phase_rms,max_phase_rms,median_phase_ratio,max_phase_ratio,median_clean_signal,max_clean_signal,cir_total_duration_hr,transient_total_duration_hr
2010,336,14590,35,27,0.573514743962771,63.824174239744025,1.1947316390949525,116.3786813499892,0.9992682988060956,93.0306801741458,3589.833333333333,15.5
2011,326,13528,35,25,0.9290882212338605,74.85103637438338,1.1787435844863754,53.00089565073049,1.0017365639540552,20.139194174111427,3734.8333333333335,32.833333333333336
2012,323,15578,39,15,0.3972916944888998,76.41930893884302,1.2045444560083314,150.31693150605403,1.000956323816892,41.00842589935703,3797.1666666666665,7.166666666666665
2013,335,13289,35,11,0.908026185873014,84.42837014285139,1.1607748062828689,73.46299364900909,1.0003199838477494,7.545556769162784,3150.5,3.8333333333333335
