start,end,duration_hr,peak_clean,median_clean,peak_phase
2013-01-17 10:37:50,2013-01-17 10:57:50,0.3333333333333333,5.596376823630317,4.715795934429129,6.941264062415065
2013-02-26 14:57:50,2013-02-26 15:17:50,0.3333333333333333,7.545556769162784,5.489893300398261,13.478361673096552
2013-03-07 08:27:50,2013-03-07 08:47:50,0.3333333333333333,6.060798280712472,5.47670052913962,8.711595353525144
2013-05-02 15:07:50,2013-05-02 15:27:50,0.3333333333333333,4.262823170667724,3.6307662274904313,6.897638370514443
2013-05-16 16:07:50,2013-05-16 16:27:50,0.3333333333333333,6.436085517554944,5.38620010206263,7.261193809299665
2013-06-11 13:07:50,2013-06-11 13:27:50,0.3333333333333333,5.090110616402683,4.320551417627153,5.301145172027803
2013-06-19 08:17:50,2013-06-19 08:37:50,0.3333333333333333,3.5890815263270284,3.566058670979398,12.120168832435187
2013-07-08 13:17:50,2013-07-08 13:37:50,0.3333333333333333,4.929703486149218,3.5534151319111693,18.610096798816265
2013-09-07 12:07:50,2013-09-07 12:27:50,0.3333333333333333,3.4165762142794756,3.276167317849748,10.267169965109032
2013-09-08 15:37:50,2013-09-08 15:57:50,0.3333333333333333,5.950949283492721,4.781490112513007,8.495297066191126
2013-11-08 15:17:50,2013-11-08 15:47:50,0.5,5.291754404944147,4.251799966732663,7.981761828902959
