day,doppler_rms_mm_s,n_60s_samples,tropo_rate_rms,elongation_deg,solar_model_mm_s,decimal_year,doppler_smooth_mm_s,solar_smooth_mm_s,tropo_smooth
2013-01-01,0.07919746650436753,330,0.00016721369482437527,20.9794,0.06156374408585198,2013.0,0.08029836584809562,0.06279524401678382,0.0001648401795729866
2013-01-02,0.09527464408801184,327,0.00016519213493584823,20.7453,0.06237760300538649,2013.002737850787,0.07919746650436753,0.06321288502818118,0.00016448822421012498
2013-01-03,0.0653811114432409,326,0.00016448822421012498,20.5111,0.06321288502818118,2013.0054757015744,0.08029836584809562,0.06364145903612717,0.00016442472388052018
2013-01-04,0.08139926519182371,325,0.00016219002114682303,20.2769,0.06407003304407316,2013.0082135523614,0.08139926519182371,0.06407003304407316,0.00016448822421012498
2013-01-05,0.05045538598747664,324,0.00016148938259296906,20.0427,0.06494987208896486,2013.0109514031485,0.09527464408801184,0.06494987208896486,0.0001643612235509154
2013-01-06,0.24824524600218892,322,0.0001643612235509154,19.8084,0.06585365938510883,2013.0136892539356,0.14916779606187597,0.06585365938510883,0.00016219002114682303
2013-01-07,0.4087454187931309,321,0.0001654955025651555,19.5741,0.06678193553730213,2013.0164271047229,0.14916779606187597,0.06678193553730213,0.00016148938259296906
2013-01-08,0.21021665228316427,160,0.00015766476746853107,19.3397,0.06773607128457002,2013.01916495551,0.14916779606187597,0.06773607128457002,0.00016102700058612458
2013-01-09,0.14916779606187597,158,0.0001545301311985812,19.1053,0.06871668488003009,2013.021902806297,0.14916779606187597,0.06871668488003009,0.00016068348032427887
2013-01-10,0.1082192611359855,319,0.00016068348032427887,18.871,0.0697244024028529,2013.024640657084,0.12404990293937507,0.0697244024028529,0.0001605657982970543
2013-01-11,0.1190045754652491,318,0.00016102700058612458,18.6365,0.07076165099704343,2013.0273785078714,0.1190045754652491,0.07076165099704343,0.0001604873185617627
2013-01-12,0.09591783952542372,319,0.00016045283647527156,18.4021,0.07182830135418253,2013.0301163586585,0.1082192611359855,0.07182830135418253,0.0001604873185617627
2013-01-13,0.12404990293937507,318,0.0001605657982970543,18.1676,0.07292650820523708,2013.0328542094455,0.10177538199110842,0.07292650820523708,0.0001605657982970543
2013-01-14,0.07728911741333004,319,0.0001604873185617627,17.933,0.07405762616537703,2013.0355920602328,0.10177538199110842,0.07405762616537703,0.0001605657982970543
2013-01-15,0.10177538199110842,319,0.00016041384304400395,17.6984,0.07522258309022087,2013.03832991102,0.10177538199110842,0.07522258309022087,0.0001605657982970543
2013-01-16,0.08278378106591575,319,0.00016156385878128478,17.4637,0.0764233668028023,2013.041067761807,0.1057020196863864,0.0764233668028023,0.00016141898166303437
2013-01-17,0.2629286781513495,320,0.00016141898166303437,17.2289,0.07766157858529829,2013.043805612594,0.1057020196863864,0.07766157858529829,0.00016156385878128478
2013-01-19,0.1739641359896858,322,0.0001630350025441839,16.759,0.08025717409444241,2013.0492813141684,0.10704518552118134,0.08025717409444241,0.000163000273534586
2013-01-20,0.1057020196863864,323,0.000163000273534586,16.5239,0.0816182648813199,2013.0520191649555,0.1739641359896858,0.0816182648813199,0.0001630350025441839
2013-01-21,0.10704518552118134,324,0.00016602329950456268,16.2888,0.08302360653681677,2013.0547570157426,0.1739641359896858,0.08302360653681677,0.0001630350025441839
2013-01-22,1.863245521542914,325,0.00016421692796255265,16.0535,0.08447654817791547,2013.0574948665299,0.1739641359896858,0.08447654817791547,0.0001633791019436717
2013-01-23,0.1899199779006721,327,0.0001633791019436717,15.8181,0.08597879353146969,2013.060232717317,0.1899199779006721,0.08597879353146969,0.00016421692796255265
2013-01-24,0.1305957959217246,265,0.0001545025448433673,15.5826,0.08753278318333525,2013.062970568104,0.1899199779006721,0.08753278318333525,0.00016602329950456268
2013-01-25,0.22137693828314653,330,0.0001669291669905683,15.347,0.0891411184827914,2013.065708418891,0.1899199779006721,0.0891411184827914,0.0001652720013263771
2013-01-26,0.1952263625390603,333,0.00016648261904437213,15.1113,0.09080657484498707,2013.0684462696784,0.1305957959217246,0.09080657484498707,0.00016648261904437213
2013-01-27,0.10806677694430074,334,0.000169298060526468,14.8756,0.09253137158653585,2013.0711841204654,0.10806677694430074,0.09253137158653585,0.0001669291669905683
2013-01-28,0.07686349434639765,337,0.0001652720013263771,14.6397,0.09432014005318941,2013.0739219712525,0.10806677694430074,0.09432014005318941,0.00016826002723313834
2013-01-29,0.09993969882996355,339,0.00017180534385801685,14.4038,0.09617475209811872,2013.0766598220398,0.10806677694430074,0.09617475209811872,0.000169298060526468
2013-01-30,0.10540369522115321,342,0.00016826002723313834,14.1677,0.09810041251669704,2013.0793976728269,0.10806677694430074,0.09810041251669704,0.000170847008779084
2013-01-31,0.1544344807666846,344,0.00017093530804484404,13.9316,0.10009938424121999,2013.082135523614,0.12900943503711723,0.10009938424121999,0.00017093530804484404
2013-02-01,0.23145955747910799,346,0.000170847008779084,13.6955,0.10217575202017305,2013.084873374401,0.141813056746403,0.10217575202017305,0.00017180534385801685
2013-02-02,0.12900943503711723,349,0.00017408557551733725,13.4593,0.10433483604989777,2013.0876112251883,0.1544344807666846,0.10433483604989777,0.00017093530804484404
2013-02-03,0.141813056746403,352,0.0001753853088558481,13.223,0.10658146932023499,2013.0903490759754,0.17053413065542014,0.10658146932023499,0.00017093530804484404
2013-02-04,0.18493791806829046,355,0.00017695263518775547,12.9866,0.10892086161366549,2013.0930869267625,0.17053413065542014,0.10892086161366549,0.00017408557551733725
2013-02-05,0.17157303333847557,152,0.00016831799654055165,12.7502,0.11135758433637352,2013.0958247775495,0.17053413065542014,0.11135758433637352,0.0001753853088558481
2013-02-06,0.17053413065542014,152,0.00016742027179826894,12.5138,0.11389758121124481,2013.0985626283368,0.17053413065542014,0.11389758121124481,0.00017695263518775547
2013-02-07,0.09613155002236996,365,0.00017951426603131504,12.2772,0.1165495706806339,2013.101300479124,0.17157303333847557,0.1165495706806339,0.0001781740199086351
2013-02-08,0.20907177783163983,368,0.0001781740199086351,12.0407,0.11931723320607443,2013.104038329911,0.17157303333847557,0.11931723320607443,0.00017951426603131504
2013-02-09,0.15473448640227563,370,0.00018242794749495894,11.804,0.12221173012779045,2013.1067761806983,0.20584160100119123,0.12221173012779045,0.00018189484246680123
2013-02-10,0.20584160100119123,374,0.00018219114964338384,11.5673,0.12523901104967783,2013.1095140314853,0.20907177783163983,0.12523901104967783,0.00018219114964338384
2013-02-11,0.36512076435745666,378,0.00018189484246680123,11.3305,0.12840941482254906,2013.1122518822724,0.35360308124781303,0.12840941482254906,0.00018242794749495894
2013-02-15,0.9113222968685103,392,0.00018899997454095097,10.3822,0.14273812999904673,2013.123203285421,0.36512076435745666,0.14273812999904673,0.00018607345020428897
2013-02-16,0.6643294410034586,396,0.00018607345020428897,10.1448,0.14679603551065043,2013.125941136208,0.36512076435745666,0.14679603551065043,0.00018607345020428897
2013-02-17,0.35360308124781303,400,0.0001921058529331568,9.9073,0.15107355433656655,2013.1286789869953,0.36512076435745666,0.15107355433656655,0.00018899997454095097
2013-02-18,0.38806612351022035,404,0.0001890490444239431,9.6697,0.15558828697713767,2013.1314168377824,0.35360308124781303,0.15558828697713767,0.0001890490444239431
2013-02-19,0.29156654694662815,336,0.0001713184152961332,9.4319,0.16036179287674723,2013.1341546885694,0.29156654694662815,0.16036179287674723,0.0001921058529331568
2013-02-20,0.20928691792621268,410,0.00019449582227650027,9.194,0.1654138998696083,2013.1368925393565,0.2841270085985317,0.1654138998696083,0.00019449582227650027
2013-02-21,0.1752171786000205,414,0.00019601354685557749,8.956,0.1707687455339821,2013.1396303901438,0.2841270085985317,0.1707687455339821,0.00019449582227650027
2013-02-22,0.2841270085985317,418,0.0001966782318020699,8.7179,0.17645328280941625,2013.1423682409309,0.2841270085985317,0.17645328280941625,0.00019449582227650027
2013-02-23,0.26065620426641745,422,0.00019908401739557162,8.4797,0.18249769762983295,2013.145106091718,0.2841270085985317,0.18249769762983295,0.00019449582227650027
2013-02-24,1.9996567259291749,420,0.00018575492844157885,8.2414,0.18893590252266973,2013.1478439425052,0.29204389455971724,0.18893590252266973,0.00018575492844157885
2013-02-25,0.29204389455971724,416,0.00018052962887903104,8.003,0.1958061226945033,2013.1505817932923,1.3182285568097525,0.1958061226945033,0.00018393930194005487
2013-02-26,1.3182285568097525,414,0.00018393930194005487,7.7645,0.20315159534045885,2013.1533196440794,1.3182285568097525,0.20315159534045885,0.00018393930194005487
2013-02-27,2.4202604525119327,411,0.00018069649393336035,7.526,0.21101799338337296,2013.1560574948664,1.8957562362013411,0.21101799338337296,0.00018393930194005487
2013-02-28,2.0709911769545206,414,0.00017687201540198818,7.2875,0.21946050403708192,2013.1587953456537,1.3182285568097525,0.21946050403708192,0.00018393930194005487
2013-03-01,0.5025341848002067,446,0.0002008020067292223,7.0491,0.22853828170345086,2013.1615331964408,1.3182285568097525,0.22853828170345086,0.0002008020067292223
2013-03-02,1.8957562362013411,450,0.0002073590727219831,6.8107,0.23832712715785792,2013.1642710472279,1.8957562362013411,0.23832712715785792,0.0002008020067292223
2013-03-03,0.5543766723229564,453,0.00020623024692817762,6.5725,0.248901326495178,2013.167008898015,0.5543766723229564,0.248901326495178,0.0002056858610640919
2013-03-04,0.5026155119662329,457,0.0002056858610640919,6.3343,0.2603653941005007,2013.1697467488023,0.5543766723229564,0.2603653941005007,0.00020623024692817762
2013-03-05,2.5023794018598244,371,0.00017900795123541722,6.0964,0.27281557471037227,2013.1724845995893,1.2083514505233588,0.27281557471037227,0.0002073590727219831
2013-03-06,0.4267273242883996,161,0.00021110644315061074,5.8586,0.2863913102798605,2013.1752224503764,0.5897072610824989,0.2863913102798605,0.00020884943581730663
