start,end,duration_hr,median_signal,peak_signal
2013-01-01 10:27:50,2013-01-04 08:27:50,70.0,1.4966500530012152,1.5569673419676673
2013-01-06 08:27:50,2013-01-11 09:47:50,121.33333333333333,2.177413472058805,3.9248981142317225
2013-01-17 13:47:50,2013-01-20 10:47:50,69.0,1.4341232133918131,1.5117848398484854
2013-01-21 12:17:50,2013-01-27 12:17:50,144.0,1.9429343397409995,3.9384368388431383
2013-01-31 11:47:50,2013-02-01 13:37:50,25.833333333333332,1.413110578931143,1.5505280982843348
2013-02-11 11:17:50,2013-02-18 12:27:50,169.16666666666666,1.778978787936709,3.0049499351145545
2013-02-23 14:57:50,2013-02-25 09:27:50,42.5,4.401523107507526,4.401523107507526
2013-02-26 10:27:50,2013-03-09 11:57:50,265.5,1.849065010744079,5.872788574804504
2013-03-12 12:37:50,2013-03-17 11:17:50,118.66666666666667,1.2997982908025112,1.453682277606096
2013-04-10 15:57:50,2013-04-12 13:57:50,46.0,1.4952325714665284,1.6993910958494545
2013-04-29 09:37:50,2013-05-05 07:27:50,141.83333333333334,2.1633430426990876,7.141383516964556
2013-05-12 16:07:50,2013-05-16 14:57:50,94.83333333333333,3.5888204517355304,8.482829250787173
2013-05-19 16:07:50,2013-05-20 16:07:50,24.0,1.495794322935182,1.7533186321449599
2013-05-31 10:17:50,2013-06-01 12:17:50,26.0,1.5257599407797808,1.6005703270017397
2013-06-03 11:57:50,2013-06-09 16:27:50,148.5,1.6711436476939165,1.9510924342436011
2013-06-17 20:37:50,2013-06-19 20:47:50,48.166666666666664,1.9792574456006058,2.2202761714188357
2013-06-26 20:37:50,2013-06-28 16:37:50,44.0,1.4045559452928758,1.4792730287796538
2013-07-02 12:57:50,2013-07-07 12:47:50,119.83333333333333,1.6885490722474912,3.529383108864269
2013-07-07 19:17:50,2013-07-09 18:47:50,47.5,2.1901002647726653,2.805307884383116
2013-07-12 14:27:50,2013-07-14 10:07:50,43.666666666666664,1.3374729907806338,1.418197657862494
2013-07-19 15:37:50,2013-07-20 18:27:50,26.833333333333332,1.331716547682248,1.454481052526392
2013-07-22 15:57:50,2013-07-23 16:57:50,25.0,1.4686138875312542,1.6471753062722256
2013-07-25 13:57:50,2013-07-27 11:57:50,46.0,1.587940688887604,1.9082942178565392
2013-07-31 12:07:50,2013-08-03 13:07:50,73.0,2.071423292896406,2.4378679101986918
2013-08-07 15:57:50,2013-08-08 18:27:50,26.5,1.4862893221699403,1.6130581081862307
2013-08-12 14:57:50,2013-08-14 11:17:50,44.333333333333336,1.5035790386855248,1.5750032171424673
2013-08-15 14:27:50,2013-08-16 18:37:50,28.166666666666668,1.4341444670743875,1.6310456663297321
2013-08-23 14:57:50,2013-08-25 12:57:50,46.0,1.53601942535755,1.9416620301332699
2013-08-27 13:17:50,2013-09-01 11:57:50,118.66666666666667,1.4907039481120505,2.1354765262279036
2013-09-05 15:57:50,2013-09-08 17:07:50,73.16666666666667,2.2576386782021087,3.0438957691831754
2013-09-13 15:37:50,2013-09-16 12:17:50,68.66666666666667,1.3750578876342472,1.5229525930946477
2013-09-23 15:17:50,2013-10-01 12:27:50,189.16666666666666,1.8936246542088129,2.4723894922516703
2013-10-02 16:27:50,2013-10-10 14:17:50,189.83333333333334,1.7895612294961774,2.6169491582630684
2013-10-17 14:57:50,2013-11-01 13:17:50,358.3333333333333,1.531636991198763,1.9831158768430948
2013-12-19 14:07:50,2013-12-20 16:37:50,26.5,1.4198577792166418,1.4694820420694723
