start,end,mid,phase_rms_rad,n_samples,elongation_deg
2013-01-01 08:07:50,2013-01-01 08:27:50,2013-01-01 08:17:50,0.9161135248809964,120,20.898467511574072
2013-01-01 08:17:50,2013-01-01 08:37:50,2013-01-01 08:27:50,1.3279336721294601,120,20.89684181712963
2013-01-01 08:27:50,2013-01-01 08:47:50,2013-01-01 08:37:50,0.6679992854393182,120,20.895216122685184
2013-01-01 08:37:50,2013-01-01 08:57:50,2013-01-01 08:47:50,0.9762821040572026,120,20.89359042824074
2013-01-01 08:47:50,2013-01-01 09:07:50,2013-01-01 08:57:50,0.6903110467395142,120,20.891964733796296
2013-01-01 08:57:50,2013-01-01 09:17:50,2013-01-01 09:07:50,0.42447337064403284,120,20.89033903935185
2013-01-01 09:07:50,2013-01-01 09:27:50,2013-01-01 09:17:50,0.9788309039000295,120,20.888713344907405
2013-01-01 09:17:50,2013-01-01 09:37:50,2013-01-01 09:27:50,0.6342022116764652,120,20.887087650462963
2013-01-01 09:27:50,2013-01-01 09:47:50,2013-01-01 09:37:50,0.6289641926117091,120,20.885461956018517
2013-01-01 09:37:50,2013-01-01 09:57:50,2013-01-01 09:47:50,0.7600776694689283,120,20.883836261574075
2013-01-01 09:47:50,2013-01-01 10:07:50,2013-01-01 09:57:50,1.5184051551681108,120,20.88221056712963
2013-01-01 09:57:50,2013-01-01 10:17:50,2013-01-01 10:07:50,0.39544628734213294,120,20.880584872685183
2013-01-01 10:07:50,2013-01-01 10:27:50,2013-01-01 10:17:50,0.5165065945530026,120,20.87895917824074
2013-01-01 10:17:50,2013-01-01 10:37:50,2013-01-01 10:27:50,0.45372843996688006,120,20.877333483796296
2013-01-01 10:27:50,2013-01-01 10:47:50,2013-01-01 10:37:50,0.8199259109490177,120,20.87570778935185
2013-01-01 10:37:50,2013-01-01 10:57:50,2013-01-01 10:47:50,1.0362719680125827,120,20.874082094907408
2013-01-01 10:47:50,2013-01-01 11:07:50,2013-01-01 10:57:50,0.6543456337089997,120,20.872456400462962
2013-01-01 10:57:50,2013-01-01 11:17:50,2013-01-01 11:07:50,0.46857332315939265,120,20.870830706018516
2013-01-01 11:07:50,2013-01-01 11:27:50,2013-01-01 11:17:50,0.48933129894889377,120,20.869205011574074
2013-01-01 11:17:50,2013-01-01 11:37:50,2013-01-01 11:27:50,0.4118750637998075,120,20.86757931712963
2013-01-01 11:27:50,2013-01-01 11:47:50,2013-01-01 11:37:50,0.48956881183246886,120,20.865953622685183
2013-01-01 11:37:50,2013-01-01 11:57:50,2013-01-01 11:47:50,0.6538222790331539,120,20.86432792824074
2013-01-01 11:47:50,2013-01-01 12:07:50,2013-01-01 11:57:50,0.3136589439776992,120,20.862702233796295
2013-01-01 11:57:50,2013-01-01 12:17:50,2013-01-01 12:07:50,1.179646721404365,120,20.861076539351853
2013-01-01 12:07:50,2013-01-01 12:27:50,2013-01-01 12:17:50,0.903822281095638,120,20.859450844907407
2013-01-01 12:17:50,2013-01-01 12:37:50,2013-01-01 12:27:50,0.5823394109106707,120,20.85782515046296
2013-01-01 12:27:50,2013-01-01 12:47:50,2013-01-01 12:37:50,0.7738013571578826,120,20.85619945601852
2013-01-01 12:37:50,2013-01-01 12:57:50,2013-01-01 12:47:50,0.6658666955097018,120,20.854573761574073
2013-01-01 12:47:50,2013-01-01 13:07:50,2013-01-01 12:57:50,0.6465011767910793,120,20.852948067129628
2013-01-01 12:57:50,2013-01-01 13:17:50,2013-01-01 13:07:50,0.8604994511729805,120,20.851322372685186
2013-01-01 13:07:50,2013-01-01 13:27:50,2013-01-01 13:17:50,1.1048868236249305,120,20.84969667824074
2013-01-01 13:17:50,2013-01-01 13:37:50,2013-01-01 13:27:50,0.6071050548612452,110,20.848070983796294
2013-01-01 13:27:50,2013-01-01 13:47:50,2013-01-01 13:37:50,0.4056247435811051,50,20.846445289351852
2013-01-02 08:07:50,2013-01-02 08:27:50,2013-01-02 08:17:50,1.783003281637412,106,20.664332939814816
2013-01-02 08:17:50,2013-01-02 08:37:50,2013-01-02 08:27:50,0.6523244662756308,120,20.662706550925925
2013-01-02 08:27:50,2013-01-02 08:47:50,2013-01-02 08:37:50,0.435469714098387,120,20.661080162037038
2013-01-02 08:37:50,2013-01-02 08:57:50,2013-01-02 08:47:50,1.1266664208805086,120,20.659453773148147
2013-01-02 08:47:50,2013-01-02 09:07:50,2013-01-02 08:57:50,0.6853470182479978,120,20.65782738425926
2013-01-02 08:57:50,2013-01-02 09:17:50,2013-01-02 09:07:50,1.2939899588883528,120,20.65620099537037
2013-01-02 09:07:50,2013-01-02 09:27:50,2013-01-02 09:17:50,1.0401477660655494,120,20.654574606481482
2013-01-02 09:17:50,2013-01-02 09:37:50,2013-01-02 09:27:50,0.42793151437683524,120,20.65294821759259
2013-01-02 09:27:50,2013-01-02 09:47:50,2013-01-02 09:37:50,1.2422040268745114,120,20.651321828703704
2013-01-02 09:37:50,2013-01-02 09:57:50,2013-01-02 09:47:50,0.9580080582127191,120,20.649695439814813
2013-01-02 09:47:50,2013-01-02 10:07:50,2013-01-02 09:57:50,1.0055607104716546,120,20.648069050925926
2013-01-02 09:57:50,2013-01-02 10:17:50,2013-01-02 10:07:50,0.9531497552765027,120,20.646442662037035
2013-01-02 10:07:50,2013-01-02 10:27:50,2013-01-02 10:17:50,1.5451928569487297,120,20.644816273148148
2013-01-02 10:17:50,2013-01-02 10:37:50,2013-01-02 10:27:50,1.1366698344732002,120,20.643189884259257
2013-01-02 10:27:50,2013-01-02 10:47:50,2013-01-02 10:37:50,1.212375494989774,120,20.64156349537037
2013-01-02 10:37:50,2013-01-02 10:57:50,2013-01-02 10:47:50,0.8370659103847976,120,20.639937106481483
2013-01-02 10:47:50,2013-01-02 11:07:50,2013-01-02 10:57:50,0.8074340012929581,120,20.638310717592592
2013-01-02 10:57:50,2013-01-02 11:17:50,2013-01-02 11:07:50,0.8365997118485077,120,20.636684328703705
