day,doppler_rms_mm_s,n_60s_samples,tropo_rate_rms,elongation_deg,solar_model_mm_s,decimal_year,doppler_smooth_mm_s,solar_smooth_mm_s,tropo_smooth
2011-01-01,0.029042164961869323,424,0.00021826242456712903,46.7453,0.02579519235047121,2011.0,0.0393853008724967,0.025745070728237646,0.0002152606234523742
2011-01-02,0.03637978505254393,192,0.00021265372522205684,46.8001,0.02576679989886172,2011.002737850787,0.042390816692449464,0.02572334155761357,0.0002148683849386147
2011-01-04,0.042390816692449464,417,0.00021565286196613366,46.8843,0.02572334155761357,2011.0082135523614,0.05323978056488386,0.02571559815523162,0.00021376105508033578
2011-01-05,0.06408874443731827,414,0.0002148683849386147,46.9144,0.025707854752849663,2011.0109514031485,0.06408874443731827,0.025707854752849663,0.00021265372522205684
2011-01-06,0.09091579548418226,412,0.00021264180577769862,46.9368,0.025696346311746297,2011.0136892539356,0.06408874443731827,0.025696346311746297,0.00021264180577769862
2011-01-07,0.13805120281897654,410,0.0002109413673209308,46.9519,0.025688596381476903,2011.0164271047229,0.06408874443731827,0.025688596381476903,0.0002109413673209308
2011-01-08,0.1448744087190955,407,0.00021091382117530773,46.9598,0.025684544344152845,2011.01916495551,0.06408874443731827,0.025688596381476903,0.00021091382117530773
2011-01-09,0.033565632245086685,188,0.00020271200835705327,46.9607,0.025684082831260117,2011.021902806297,0.054421691243772226,0.025688596381476903,0.00020757905016096425
2011-01-10,0.03300010203322904,60,0.00017553732556746534,46.955,0.025687006131791656,2011.024640657084,0.033565632245086685,0.025688596381476903,0.00020447592220756934
2011-01-11,0.054421691243772226,400,0.00020757905016096425,46.9428,0.0256932660991107,2011.0273785078714,0.03300010203322904,0.0256932660991107,0.00020288480803952886
2011-01-12,0.029089180275434168,397,0.00020447592220756934,46.9243,0.025702766685220105,2011.0301163586585,0.029089180275434168,0.025702766685220105,0.00020271200835705327
2011-01-13,0.020781396496931805,396,0.00020288480803952886,46.8997,0.0257154148735755,2011.0328542094455,0.029089180275434168,0.0257154148735755,0.0002021123922289642
2011-01-15,0.02749906192078392,391,0.0002021123922289642,46.833,0.025749795173475493,2011.03832991102,0.029089180275434168,0.025749795173475493,0.00020288480803952886
2011-01-16,0.02719128756726503,317,0.00017519874222360408,46.7912,0.025771405256197675,2011.041067761807,0.029089180275434168,0.025771405256197675,0.0002021123922289642
2011-01-17,0.04356856497418158,387,0.0001991216228034669,46.744,0.025795866935127285,2011.043805612594,0.036640400577568254,0.025795866935127285,0.0001991216228034669
2011-01-18,0.036640400577568254,359,0.00041666816408278396,46.6916,0.025823098151531526,2011.0465434633813,0.04356856497418158,0.025823098151531526,0.00019825358873973515
2011-01-19,0.1856332397239345,383,0.00019825358873973515,46.6341,0.025853070384200833,2011.0492813141684,0.1856332397239345,0.025853070384200833,0.0001961754855946981
2011-01-20,0.21582121936746326,380,0.0001961754855946981,46.5717,0.02588570451001387,2011.0520191649555,0.19322258614183405,0.02588570451001387,0.0001961754855946981
2011-01-21,0.19322258614183405,378,0.0001955893546429315,46.5046,0.02592092230512902,2011.0547570157426,0.19322258614183405,0.02592092230512902,0.0001955893546429315
2011-01-22,0.20973540301464627,377,0.0001922755299898065,46.4328,0.02595875177970075,2011.0574948665299,0.19322258614183405,0.02595875177970075,0.00019413317024455663
2011-01-23,0.22420877409809706,374,0.00019413317024455663,46.3565,0.025999117107115024,2011.060232717317,0.19322258614183405,0.025999117107115024,0.000192908158308382
2011-01-25,0.019465196737413964,371,0.00019275916451566314,46.1912,0.02608715348016693,2011.065708418891,0.09595623960365647,0.02608715348016693,0.00019275916451566314
2011-01-26,0.026249683936367344,370,0.000192908158308382,46.1025,0.026134727412076366,2011.0684462696784,0.05305818691250157,0.026134727412076366,0.0001922755299898065
2011-01-28,0.09595623960365647,366,0.0001896816090726012,45.9135,0.026236881846717457,2011.0739219712525,0.05305818691250157,0.026236881846717457,0.0001896816090726012
2011-01-29,0.03041667264941374,365,0.000188273734820808,45.8135,0.026291367734555135,2011.0766598220398,0.05305818691250157,0.026291367734555135,0.000188273734820808
2011-01-31,0.05305818691250157,362,0.0001871441352837644,45.6032,0.0264069470776705,2011.082135523614,0.05305818691250157,0.0264069470776705,0.0001871441352837644
2011-02-02,0.06320474578091054,360,0.00018688590878327262,45.3798,0.02653122227344477,2011.0876112251883,0.06320474578091054,0.02653122227344477,0.00018688590878327262
2011-02-04,0.06395917298174533,358,0.0001849191758273328,45.144,0.02666409338643895,2011.0930869267625,0.05305818691250157,0.02666409338643895,0.0001849191758273328
2011-02-05,0.033433254306864835,358,0.0001826664519457921,45.0217,0.026733704304279172,2011.0958247775495,0.05305818691250157,0.026733704304279172,0.00018471376601650937
2011-02-06,0.07280701985737456,217,0.00017614360080021955,44.8965,0.026805463824770295,2011.0985626283368,0.033492625713462294,0.026805463824770295,0.00018347766114027196
2011-02-07,0.021763125700113375,357,0.00018347766114027196,44.7685,0.026879353587202975,2011.101300479124,0.033492625713462294,0.026879353587202975,0.00018347766114027196
2011-02-08,0.02500081194959663,356,0.00018471376601650937,44.6378,0.02695535501574414,2011.104038329911,0.033492625713462294,0.02695535501574414,0.0001831281023644071
2011-02-10,0.033492625713462294,246,0.00017019097003565702,44.3685,0.027113735532997382,2011.1095140314853,0.036225564653437785,0.027113735532997382,0.00018347766114027196
2011-02-11,0.036225564653437785,355,0.0001849070200430228,44.23,0.027196137269771742,2011.1122518822724,0.036225564653437785,0.027196137269771742,0.00018418537656380736
2011-02-12,0.03874250886163603,355,0.0001831281023644071,44.089,0.027280695934674953,2011.1149897330595,0.03874250886163603,0.027280695934674953,0.00018418537656380736
2011-02-13,0.09874765001405758,355,0.00018447860331812787,43.9456,0.027367393738898252,2011.1177275838468,0.06363937856350399,0.027367393738898252,0.00018321414373738423
2011-02-14,0.08388623198445896,356,0.00018418537656380736,43.7998,0.027456273557418198,2011.1204654346338,0.0732510556029352,0.027456273557418198,0.00018418537656380736
