start,end,duration_hr,peak_clean,median_clean,peak_phase
2011-02-24 08:04:10,2011-02-24 08:24:10,0.3333333333333333,5.571487520941493,5.007111718270416,5.2423153610976465
2011-03-23 06:44:10,2011-03-23 07:04:10,0.3333333333333333,5.024769580938816,4.620033109653583,9.438653331535894
2011-03-23 07:24:10,2011-03-23 07:54:10,0.5,7.057694878868092,6.069943263627943,13.25735124931757
2011-04-11 08:04:10,2011-04-11 08:24:10,0.3333333333333333,5.381565853327118,5.155216100108155,9.570089115029274
2011-05-23 02:14:10,2011-05-23 02:34:10,0.3333333333333333,7.733133190864993,5.739003276680826,6.532515907270502
2011-05-29 01:34:10,2011-05-29 02:34:10,1.0,14.176080143723631,5.1073764989349115,22.180094074760763
2011-05-31 01:54:10,2011-05-31 02:24:10,0.5,15.62316987202498,10.73787383972434,22.760463666430944
2011-06-02 01:44:10,2011-06-02 02:24:10,0.6666666666666666,20.139194174111427,4.1719394259456175,25.89718441963477
2011-06-05 11:24:10,2011-06-05 11:54:10,0.5,7.276783212064992,4.219616846225303,33.63635045146964
2011-06-08 05:54:10,2011-06-08 06:14:10,0.3333333333333333,6.275903337652709,4.366289788599539,18.336529889524414
2011-06-09 12:34:10,2011-06-09 13:04:10,0.5,8.892809612027778,4.77565595186755,53.00089565073049
2011-06-09 13:44:10,2011-06-09 14:14:10,0.5,9.882238358737371,6.257595069145425,38.136649796440295
2011-07-16 16:04:10,2011-07-16 16:24:10,0.3333333333333333,3.8817487058473605,3.8518640217605555,8.388168932148876
2011-07-20 13:24:10,2011-07-20 13:44:10,0.3333333333333333,6.239583688557565,4.634474746874251,20.127922434877036
2011-07-22 16:54:10,2011-07-22 17:14:10,0.3333333333333333,4.373668374978454,3.7019777906011426,7.822229660474205
2011-09-09 16:24:10,2011-09-09 16:54:10,0.5,7.741779169012448,3.774959021933253,11.414622868923985
2011-09-11 15:54:10,2011-09-11 16:14:10,0.3333333333333333,5.757251262462664,5.086149383599851,17.21542942431397
2011-09-11 16:54:10,2011-09-11 17:14:10,0.3333333333333333,3.372416178443219,3.184331797566183,9.52184242539909
2011-09-22 14:24:10,2011-09-22 17:04:10,2.6666666666666665,7.7162661797905185,4.981836269518186,27.69661086985274
2011-09-24 13:04:10,2011-09-24 13:34:10,0.5,6.9735458316595365,3.9778723108706857,32.350165774357734
2011-11-04 15:14:10,2011-11-05 10:44:10,19.5,9.451455751127092,8.441644913453096,16.44051228355046
2011-11-10 13:34:10,2011-11-10 14:14:10,0.6666666666666666,6.916934688102952,4.984560065206496,28.829801118710325
2011-11-10 15:44:10,2011-11-10 16:04:10,0.3333333333333333,3.611391729078635,3.459980700266573,15.052289779484296
2011-11-23 14:54:10,2011-11-23 15:44:10,0.8333333333333334,10.531411394906542,4.5208027394211365,22.029234622365376
2011-12-07 16:24:10,2011-12-07 16:44:10,0.3333333333333333,4.133826887737171,4.100745957058832,6.522576593413196
