start,end,duration_hr,median_signal,peak_signal
2011-01-05 06:34:10,2011-01-09 08:34:10,98.0,2.3738432561416745,3.41632960713619
2011-01-18 11:04:10,2011-01-25 06:14:10,163.16666666666666,5.980069369883207,6.845769766306905
2011-01-28 06:14:10,2011-01-29 08:34:10,26.333333333333332,1.5237451210267574,1.587716192947504
2011-01-31 07:44:10,2011-02-06 08:54:10,145.16666666666666,1.6414242055439519,2.000644848080184
2011-02-13 06:34:10,2011-02-18 12:14:10,125.66666666666667,1.6250427505304144,2.0643570558125077
2011-02-28 10:04:10,2011-03-03 10:24:10,72.33333333333333,2.005612768908204,2.4848597772889613
2011-03-10 08:04:10,2011-03-12 10:34:10,50.5,1.4006715697988064,1.4996707179783368
2011-03-22 08:04:10,2011-03-25 09:14:10,73.16666666666667,1.553861803853473,1.8222637021919434
2011-03-30 07:54:10,2011-04-02 09:54:10,74.0,1.3728149436119805,1.8343190062175916
2011-04-11 08:24:10,2011-04-15 06:24:10,94.0,1.4968462992129834,2.5741164923262008
2011-04-19 08:34:10,2011-04-22 10:04:10,73.5,1.7861872136578387,2.3827366920170783
2011-05-05 06:44:10,2011-05-06 07:44:10,25.0,1.3598129314350968,1.5003452972922768
2011-05-14 07:14:10,2011-05-22 05:34:10,190.33333333333334,1.6301803204914107,1.6725092824140764
2011-05-29 06:44:10,2011-05-31 01:34:10,42.833333333333336,1.3915730254129144,1.5463007601802405
2011-06-03 14:24:10,2011-06-06 07:34:10,65.16666666666667,2.623750572927541,2.623750572927541
2011-06-07 13:54:10,2011-06-10 06:24:10,64.5,6.070086986077951,10.293223756218591
2011-06-13 14:34:10,2011-06-15 08:24:10,41.833333333333336,1.4269963299851278,1.5071951756336723
2011-06-21 08:34:10,2011-06-23 09:54:10,49.333333333333336,1.5480904536656488,1.7677064539312757
2011-07-09 13:44:10,2011-07-11 08:14:10,42.5,1.8689012090159922,2.2063949673803975
2011-07-18 12:24:10,2011-07-21 15:14:10,74.83333333333333,2.373453973849782,3.1035468544867064
2011-08-02 15:34:10,2011-08-05 15:24:10,71.83333333333333,2.4875331049759004,2.97860707903931
2011-08-07 09:24:10,2011-08-25 10:34:10,433.1666666666667,1.701830321006331,2.0026877008421513
2011-09-05 13:54:10,2011-09-07 14:34:10,48.666666666666664,1.4366543674861214,1.510738439591305
2011-09-07 16:44:10,2011-09-10 09:24:10,64.66666666666667,1.8327666240641778,2.4827879529620547
2011-09-19 09:34:10,2011-09-26 09:14:10,167.66666666666666,2.7188492844710557,4.5529952732516765
2011-09-29 13:34:10,2011-10-04 11:04:10,117.5,2.072210492171422,3.2965885089188203
2011-10-07 11:54:10,2011-10-08 15:44:10,27.833333333333332,1.5164950851796632,1.6482979114069192
2011-10-14 11:04:10,2011-10-17 11:14:10,72.16666666666667,1.8804357764211694,4.12854667108085
2011-10-20 14:14:10,2011-10-29 11:54:10,213.66666666666666,2.0424184598793573,3.037696078368124
2011-11-02 16:04:10,2011-11-06 15:34:10,95.5,1.614226426707674,2.016384217385929
2011-11-09 15:24:10,2011-11-12 16:04:10,72.66666666666667,1.646856403008575,2.108025948021641
2011-11-14 11:54:10,2011-11-20 14:44:10,146.83333333333334,1.686302788594662,2.324399978265437
2011-11-23 11:44:10,2011-11-24 15:54:10,28.166666666666668,1.6357446589261253,1.6773627984463846
2011-11-29 12:14:10,2011-12-13 15:04:10,338.8333333333333,1.4762621438057266,1.9577490141719762
2011-12-19 14:14:10,2011-12-29 17:44:10,243.5,1.8019156748601248,3.2594146213635344
