start,end,mid,phase_rms_rad,n_samples,day,elongation_deg,phase_expected,phase_ratio,phase_smooth,clean_signal,event_flag
2010-01-01 09:37:20,2010-01-01 09:57:20,2010-01-01 09:47:20,14.885681879588477,120,2010-01-01,2.6405,12.797003992874641,1.163216162773475,1.267622050582749,0.9176364218646428,False
2010-01-01 09:47:20,2010-01-01 10:07:20,2010-01-01 09:57:20,15.971840762959076,120,2010-01-01,2.6405,12.797003992874641,1.2480921918796135,1.2871519092858845,0.9696541510566989,False
2010-01-01 09:57:20,2010-01-01 10:17:20,2010-01-01 10:07:20,8.508994951912767,120,2010-01-01,2.6405,12.797003992874641,0.664920864028062,1.2978802712621471,0.5123129450002717,False
2010-01-01 10:07:20,2010-01-01 10:27:20,2010-01-01 10:17:20,6.813039289138057,120,2010-01-01,2.6405,12.797003992874641,0.5323933080689472,1.30860863323841,0.4068392142205535,False
2010-01-01 10:17:20,2010-01-01 10:37:20,2010-01-01 10:27:20,9.688446361020612,120,2010-01-01,2.6405,12.797003992874641,0.7570870780703928,1.3154711007335664,0.5755254354491001,False
2010-01-01 10:27:20,2010-01-01 10:47:20,2010-01-01 10:37:20,8.71217490488094,117,2010-01-01,2.6405,12.797003992874641,0.6807980141079795,1.30860863323841,0.5202456997576201,False
2010-01-01 10:37:20,2010-01-01 10:57:20,2010-01-01 10:47:20,6.519551223133148,57,2010-01-01,2.6405,12.797003992874641,0.5094591848813385,1.3154711007335664,0.3872826887624068,False
2010-01-02 09:27:20,2010-01-02 09:47:20,2010-01-02 09:37:20,18.06226185169037,53,2010-01-02,2.4122,13.579692649078087,1.3300935682750228,1.30860863323841,1.0164181516848503,False
2010-01-02 09:37:20,2010-01-02 09:57:20,2010-01-02 09:47:20,44.11681450875049,112,2010-01-02,2.4122,13.579692649078087,3.2487343895626046,1.2978802712621471,2.5031079225846575,False
2010-01-02 09:47:20,2010-01-02 10:07:20,2010-01-02 09:57:20,24.325380772181564,119,2010-01-02,2.4122,13.579692649078087,1.791305694524168,1.2871519092858845,1.3916816512496877,False
2010-01-02 09:57:20,2010-01-02 10:17:20,2010-01-02 10:07:20,16.573201332995993,120,2010-01-02,2.4122,13.579692649078087,1.220440091044412,1.2978802712621471,0.9403333404995616,False
2010-01-02 10:07:20,2010-01-02 10:27:20,2010-01-02 10:17:20,16.610812386373105,120,2010-01-02,2.4122,13.579692649078087,1.2232097452883661,1.2871519092858845,0.950322752476828,False
2010-01-02 10:17:20,2010-01-02 10:37:20,2010-01-02 10:27:20,17.77050303730776,120,2010-01-02,2.4122,13.579692649078087,1.30860863323841,1.2978802712621471,1.008266064454335,False
2010-01-02 10:27:20,2010-01-02 10:47:20,2010-01-02 10:37:20,28.39655030763483,115,2010-01-02,2.4122,13.579692649078087,2.09110405083893,1.2871519092858845,1.6245977151205722,False
2010-01-02 10:37:20,2010-01-02 10:57:20,2010-01-02 10:47:20,11.750294973067,55,2010-01-02,2.4122,13.579692649078087,0.8652843092045029,1.267622050582749,0.6826043368421336,False
2010-01-03 09:37:20,2010-01-03 09:57:20,2010-01-03 09:47:20,20.02555372977652,106,2010-01-03,2.187,14.351753469827171,1.3953384700955063,1.2480921918796135,1.1179770846848593,False
2010-01-03 09:47:20,2010-01-03 10:07:20,2010-01-03 09:57:20,15.941169301820702,120,2010-01-03,2.187,14.351753469827171,1.1107471526273835,1.2356509685839898,0.8989165879910721,False
2010-01-03 09:57:20,2010-01-03 10:17:20,2010-01-03 10:07:20,14.767038412448205,120,2010-01-03,2.187,14.351753469827171,1.0289361814564415,1.2232097452883661,0.8411772268981347,False
2010-01-03 10:07:20,2010-01-03 10:27:20,2010-01-03 10:17:20,15.396187381536862,120,2010-01-03,2.187,14.351753469827171,1.0727739585205032,1.221824918166389,0.8780095597742688,False
2010-01-03 10:17:20,2010-01-03 10:37:20,2010-01-03 10:27:20,19.836229663321337,120,2010-01-03,2.187,14.351753469827171,1.3821467672939487,1.220440091044412,1.1324986596524813,False
2010-01-03 10:27:20,2010-01-03 10:47:20,2010-01-03 10:37:20,18.47288688028836,117,2010-01-03,2.187,14.351753469827171,1.2871519092858845,1.2042934093864242,1.0688025851953105,False
2010-01-03 10:37:20,2010-01-03 10:57:20,2010-01-03 10:47:20,12.307181256132887,57,2010-01-03,2.187,14.351753469827171,0.8575385078908476,1.188146727728436,0.7217446194800676,False
2010-01-04 09:37:20,2010-01-04 09:57:20,2010-01-04 09:47:20,21.030456429475908,94,2010-01-04,1.9657,15.110443787907865,1.391782844015841,1.1756814452509556,1.1838094831196024,False
2010-01-04 09:47:20,2010-01-04 10:07:20,2010-01-04 09:57:20,34.30765995280267,109,2010-01-04,1.9657,15.110443787907865,2.270460115821177,1.163216162773475,1.951881506192007,False
2010-01-04 09:57:20,2010-01-04 10:17:20,2010-01-04 10:07:20,31.989157341961484,107,2010-01-04,1.9657,15.110443787907865,2.117023020036037,1.1543487026307633,1.8339545192984898,False
2010-01-04 10:07:20,2010-01-04 10:27:20,2010-01-04 10:17:20,49.14179187612708,117,2010-01-04,1.9657,15.110443787907865,3.252173964304927,1.163216162773475,2.7958466090693896,False
2010-01-04 10:17:20,2010-01-04 10:37:20,2010-01-04 10:27:20,32.79662684675519,118,2010-01-04,1.9657,15.110443787907865,2.1704608618444876,1.1543487026307633,1.8802471531331932,False
2010-01-04 10:27:20,2010-01-04 10:47:20,2010-01-04 10:37:20,28.423108702118306,113,2010-01-04,1.9657,15.110443787907865,1.8810240851340119,1.1454812424880516,1.6421256109338975,False
2010-01-04 10:37:20,2010-01-04 10:57:20,2010-01-04 10:47:20,16.395321431442156,55,2010-01-04,1.9657,15.110443787907865,1.0850324227116688,1.1543487026307633,0.9399520441603801,False
2010-01-05 09:37:20,2010-01-05 09:57:20,2010-01-05 09:47:20,13.04451264693005,94,2010-01-05,1.75,15.849935435490359,0.8230009958098283,1.1454812424880516,0.7184761873727609,False
2010-01-05 09:47:20,2010-01-05 10:07:20,2010-01-05 09:57:20,51.38391833643139,120,2010-01-05,1.75,15.849935435490359,3.2419007979915913,1.1543487026307633,2.8084241707928395,False
2010-01-05 09:57:20,2010-01-05 10:17:20,2010-01-05 10:07:20,18.832048922384853,120,2010-01-05,1.75,15.849935435490359,1.188146727728436,1.163216162773475,1.021432443730423,False
