start,end,duration_hr,median_signal,peak_signal
2010-01-19 10:27:20,2010-01-23 15:17:20,100.83333333333333,1.5500475420454127,1.7728146827012097
2010-02-01 16:07:20,2010-02-26 16:27:20,600.3333333333334,1.936710638998414,3.5654738350434014
2010-02-27 08:17:20,2010-03-07 15:57:20,199.66666666666666,1.7345613983651798,5.196756632399202
2010-03-10 17:27:20,2010-03-12 11:57:20,42.5,1.470627546872077,1.581976272950178
2010-03-13 09:47:20,2010-03-19 14:27:20,148.66666666666666,1.8979932151186838,2.4303553020674022
2010-03-25 09:27:20,2010-03-27 11:37:20,50.166666666666664,2.0241590599192634,2.4178276636525133
2010-03-30 17:37:20,2010-04-05 08:27:20,134.83333333333334,1.767758496101709,2.3448085971747283
2010-04-09 08:37:20,2010-04-17 08:27:20,191.83333333333334,1.9015228350372442,2.549934051450144
2010-04-21 16:17:20,2010-04-23 13:57:20,45.666666666666664,1.569425294325498,1.7840922517805726
2010-04-25 09:47:20,2010-04-27 12:27:20,50.666666666666664,1.410679799129934,1.5632329987290223
2010-04-29 15:57:20,2010-05-02 09:37:20,65.66666666666667,1.384505948532487,1.6287505826343773
2010-05-03 13:17:20,2010-05-05 13:17:20,48.0,1.5865431101567333,1.6787943496625255
2010-05-10 14:07:20,2010-05-12 13:57:20,47.833333333333336,1.3806418588754312,1.6250680073581838
2010-05-22 09:07:20,2010-05-25 16:57:20,79.83333333333333,1.4251520625647158,1.6770144043149724
2010-05-28 09:37:20,2010-05-29 11:17:20,25.666666666666668,1.437715894976739,1.4918000120138313
2010-05-30 15:37:20,2010-06-02 10:47:20,67.16666666666667,1.327013792187195,1.595564746736986
2010-06-05 09:27:20,2010-06-10 15:27:20,126.0,1.7533816130729605,2.534190152163238
2010-06-13 14:07:20,2010-06-15 18:07:20,52.0,1.8890015586898072,2.5100701249695483
2010-06-18 15:27:20,2010-06-21 09:27:20,66.0,2.38003531826454,4.894558698880111
2010-06-24 13:37:20,2010-06-26 13:17:20,47.666666666666664,1.4839085805910273,1.6229415836330197
2010-07-17 14:27:20,2010-07-18 18:57:20,28.5,1.6478624378444708,1.898451960893708
2010-07-19 17:47:20,2010-07-26 12:07:20,162.33333333333334,1.4937271708754527,1.7721099594273766
2010-07-31 12:17:20,2010-08-06 11:47:20,143.5,1.540187429720444,1.7021372408151714
2010-08-07 14:27:20,2010-08-14 12:37:20,166.16666666666666,1.6270994707509705,1.8750150340923812
2010-08-16 13:37:20,2010-08-27 14:27:20,264.8333333333333,1.5009410887058263,2.037864688547474
2010-08-31 13:17:20,2010-09-06 12:27:20,143.16666666666666,1.5162796222180774,2.1962245931022624
2010-09-06 17:07:20,2010-09-08 17:37:20,48.5,1.3869836504489856,1.6107787505190103
2010-09-14 13:27:20,2010-09-15 17:27:20,28.0,1.4685633682738475,1.6153616679636205
2010-09-21 12:47:20,2010-09-26 11:57:20,119.16666666666667,1.6817151351188744,1.822488366714321
2010-10-02 15:37:20,2010-10-04 13:37:20,46.0,1.3683580035820906,1.633185863209945
2010-10-07 14:17:20,2010-10-10 13:07:20,70.83333333333333,1.8098558478629854,2.4262790179436733
2010-11-27 09:57:20,2010-11-28 12:47:20,26.833333333333332,1.6124239032354426,1.825500278140951
2010-12-05 09:37:20,2010-12-08 13:17:20,75.66666666666667,1.7926249027949983,2.4279870436131605
2010-12-14 07:57:20,2010-12-15 08:27:20,24.5,1.4032726773550135,1.4256985882059947
2010-12-27 09:47:20,2010-12-29 12:37:20,50.833333333333336,1.5356964060695522,1.7317817018219295
