start,end,mid,phase_rms_rad,n_samples,elongation_deg
2014-01-01 10:07:50,2014-01-01 10:27:50,2014-01-01 10:17:50,2.2972638611488168,120,16.009167488425927
2014-01-01 10:17:50,2014-01-01 10:37:50,2014-01-01 10:27:50,1.2391098516726804,120,15.99959318287037
2014-01-01 10:27:50,2014-01-01 10:47:50,2014-01-01 10:37:50,0.4656450185328821,120,15.990018877314814
2014-01-01 10:37:50,2014-01-01 10:57:50,2014-01-01 10:47:50,0.37842649783474824,120,15.980444571759259
2014-01-01 10:47:50,2014-01-01 11:07:50,2014-01-01 10:57:50,0.673374434389584,120,15.970870266203704
2014-01-01 10:57:50,2014-01-01 11:17:50,2014-01-01 11:07:50,0.39516904110529855,120,15.961295960648147
2014-01-01 11:07:50,2014-01-01 11:27:50,2014-01-01 11:17:50,0.5448392260898806,120,15.951721655092593
2014-01-01 11:17:50,2014-01-01 11:37:50,2014-01-01 11:27:50,0.5679390682055293,120,15.942147349537036
2014-01-01 11:27:50,2014-01-01 11:47:50,2014-01-01 11:37:50,0.32992550827866735,120,15.932573043981481
2014-01-01 11:37:50,2014-01-01 11:57:50,2014-01-01 11:47:50,0.45034086747993946,120,15.922998738425926
2014-01-01 11:47:50,2014-01-01 12:07:50,2014-01-01 11:57:50,0.3962494549305016,120,15.91342443287037
2014-01-01 11:57:50,2014-01-01 12:17:50,2014-01-01 12:07:50,0.33819270272460555,120,15.903850127314815
2014-01-01 12:07:50,2014-01-01 12:27:50,2014-01-01 12:17:50,0.3118445338685095,120,15.894275821759258
2014-01-01 12:17:50,2014-01-01 12:37:50,2014-01-01 12:27:50,0.35601530119786007,120,15.884701516203704
2014-01-01 12:27:50,2014-01-01 12:47:50,2014-01-01 12:37:50,0.43848688419328524,120,15.875127210648149
2014-01-01 12:37:50,2014-01-01 12:57:50,2014-01-01 12:47:50,0.41576545836424517,120,15.865552905092592
2014-01-01 12:47:50,2014-01-01 13:07:50,2014-01-01 12:57:50,0.34643383299737285,120,15.855978599537037
2014-01-01 12:57:50,2014-01-01 13:17:50,2014-01-01 13:07:50,0.5070014943933374,120,15.84640429398148
2014-01-01 13:07:50,2014-01-01 13:27:50,2014-01-01 13:17:50,0.22092476021901905,120,15.836829988425926
2014-01-01 13:17:50,2014-01-01 13:37:50,2014-01-01 13:27:50,0.3487028611513441,120,15.82725568287037
2014-01-01 13:27:50,2014-01-01 13:47:50,2014-01-01 13:37:50,0.22674554321183865,120,15.817681377314814
2014-01-01 13:37:50,2014-01-01 13:57:50,2014-01-01 13:47:50,0.5325464491740647,120,15.80810707175926
2014-01-01 13:47:50,2014-01-01 14:07:50,2014-01-01 13:57:50,0.6601884765971953,120,15.798532766203703
2014-01-01 13:57:50,2014-01-01 14:17:50,2014-01-01 14:07:50,0.328541903154389,120,15.788958460648148
2014-01-01 14:07:50,2014-01-01 14:27:50,2014-01-01 14:17:50,0.3362639335182513,120,15.779384155092592
2014-01-01 14:17:50,2014-01-01 14:37:50,2014-01-01 14:27:50,0.2966591025461896,120,15.769809849537037
2014-01-01 14:27:50,2014-01-01 14:47:50,2014-01-01 14:37:50,0.19599750792842216,120,15.760235543981482
2014-01-01 14:37:50,2014-01-01 14:57:50,2014-01-01 14:47:50,0.152061811347009,120,15.750661238425925
2014-01-01 14:47:50,2014-01-01 15:07:50,2014-01-01 14:57:50,0.30329173490507016,120,15.74108693287037
2014-01-01 14:57:50,2014-01-01 15:17:50,2014-01-01 15:07:50,0.2761965317502782,120,15.731512627314814
2014-01-01 15:07:50,2014-01-01 15:27:50,2014-01-01 15:17:50,0.3895766860355507,120,15.721938321759259
2014-01-01 15:17:50,2014-01-01 15:37:50,2014-01-01 15:27:50,0.5631604972735443,120,15.712364016203704
2014-01-01 15:27:50,2014-01-01 15:47:50,2014-01-01 15:37:50,0.3572573500975015,120,15.702789710648148
2014-01-01 15:37:50,2014-01-01 15:57:50,2014-01-01 15:47:50,0.7074495023575325,120,15.693215405092593
2014-01-01 15:47:50,2014-01-01 16:07:50,2014-01-01 15:57:50,0.33253707293934975,120,15.683641099537036
