month,cme_id,t0,dt0_hr,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo_flag,source_url
01,0055,2011-01-28 06:00:00,1,278,10,140,4,133,148,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0054,2011-01-28 01:36:00,6,287,124,459,126,284,822,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0053,2011-01-27 20:36:00,2,261,44,353,91,237,600,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0052,2011-01-27 20:36:00,1,301,48,380,43,289,462,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0051,2011-01-27 12:36:00,2,260,38,431,83,345,606,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0050,2011-01-27 11:12:00,1,126,10,139,0,138,140,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0049,2011-01-27 09:24:00,3,253,40,470,379,347,1420,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0048,2011-01-27 05:36:00,0,257,8,130,0,130,131,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0047,2011-01-26 23:05:00,1,268,42,367,110,139,456,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0046,2011-01-26 20:36:00,1,128,6,140,0,139,140,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0045,2011-01-26 15:24:00,0,291,8,225,10,208,231,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0044,2011-01-26 01:36:00,4,39,52,419,113,138,694,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0043,2011-01-25 17:36:00,2,123,24,174,143,136,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0042,2011-01-24 01:36:00,6,250,62,228,72,137,322,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0041,2011-01-23 23:36:00,1,264,30,277,37,230,361,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0040,2011-01-23 07:36:00,0,293,12,437,20,408,469,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0039,2011-01-23 00:48:00,2,298,106,477,52,322,584,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0038,2011-01-22 13:36:00,3,322,26,415,190,139,710,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0037,2011-01-22 04:24:00,1,255,8,160,25,142,202,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0036,2011-01-20 13:48:00,1,14,10,487,217,220,892,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0035,2011-01-20 02:24:00,1,263,8,1059,667,425,2015,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0034,2011-01-18 19:48:00,1,50,14,310,4,307,320,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0033,2011-01-18 17:12:00,1,52,6,335,114,206,488,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0032,2011-01-18 14:12:00,0,51,8,216,12,215,238,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0031,2011-01-18 06:00:00,1,194,30,1202,429,411,1838,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0030,2011-01-18 04:12:00,1,59,32,206,375,136,1179,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0029,2011-01-18 04:12:00,2,68,110,500,115,138,702,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0028,2011-01-14 19:24:00,1,68,10,211,34,200,282,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0027,2011-01-14 18:48:00,2,55,24,137,4,128,140,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0026,2011-01-14 07:24:00,1,92,10,402,155,137,452,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0025,2011-01-14 03:24:00,3,77,100,563,73,416,694,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0024,2011-01-13 18:24:00,1,92,26,289,84,138,320,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0023,2011-01-13 18:24:00,2,100,46,206,32,140,265,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0022,2011-01-13 11:12:00,1,349,52,984,273,548,1562,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0021,2011-01-13 11:00:00,1,280,34,1054,305,618,1562,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0020,2011-01-13 09:24:00,1,86,30,370,143,191,631,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0019,2011-01-13 09:24:00,3,132,234,710,403,130,1838,III,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0018,2011-01-13 07:12:00,2,240,10,372,162,137,595,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0017,2011-01-12 07:00:00,6,244,58,422,35,347,484,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0016,2011-01-11 00:24:00,1,117,12,144,2,141,147,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0015,2011-01-10 23:12:00,2,65,44,150,150,131,651,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0014,2011-01-10 22:36:00,1,115,28,357,147,146,664,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0013,2011-01-10 05:24:00,1,26,6,378,367,157,1077,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0012,2011-01-10 00:24:00,1,300,6,347,13,341,374,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0011,2011-01-09 21:48:00,4,345,48,310,101,137,496,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0010,2011-01-08 09:12:00,3,74,18,158,32,138,211,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0009,2011-01-08 07:24:00,1,234,6,177,157,103,480,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0008,2011-01-07 21:12:00,1,85,12,322,198,139,753,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0007,2011-01-07 19:12:00,0,90,6,420,198,179,735,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0006,2011-01-07 19:00:00,3,93,28,194,78,104,337,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0005,2011-01-04 23:12:00,0,261,16,1562,29,1524,1602,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0004,2011-01-04 23:12:00,1,84,22,1302,91,1115,1488,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0003,2011-01-04 16:12:00,1,22,6,313,112,203,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0002,2011-01-04 15:24:00,1,15,20,339,142,138,583,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
01,0001,2011-01-02 16:12:00,4,264,86,298,113,135,488,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/01/cmecat.txt
02,0066,2011-02-28 19:12:00,1,73,12,419,48,408,516,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0065,2011-02-28 13:36:00,0,74,14,459,269,408,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0064,2011-02-27 23:05:00,2,32,14,136,53,133,242,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0063,2011-02-27 18:36:00,3,28,22,147,31,135,215,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0062,2011-02-27 16:36:00,1,74,6,778,653,142,1785,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0061,2011-02-27 12:36:00,1,82,10,215,18,195,243,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0060,2011-02-27 10:48:00,1,76,6,152,314,138,781,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0059,2011-02-27 10:48:00,2,94,58,322,82,208,469,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0058,2011-02-25 08:00:00,2,340,38,398,89,206,492,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0057,2011-02-25 06:48:00,0,93,8,584,77,466,679,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0056,2011-02-25 06:00:00,1,70,14,484,41,411,525,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0055,2011-02-25 02:36:00,1,316,6,599,126,479,811,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0054,2011-02-24 10:36:00,0,82,6,1407,600,466,1838,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0053,2011-02-24 07:12:00,4,98,86,702,408,230,1953,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0052,2011-02-23 19:48:00,3,76,26,457,319,106,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0051,2011-02-23 02:24:00,2,45,24,135,16,103,142,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0050,2011-02-22 20:24:00,1,276,6,352,141,117,477,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0049,2011-02-22 19:24:00,1,270,18,408,40,304,425,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0048,2011-02-22 19:24:00,1,271,8,301,29,253,320,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0047,2011-02-20 17:36:00,1,72,14,140,1,137,141,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0046,2011-02-19 04:25:00,3,262,26,392,417,128,1337,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0045,2011-02-18 17:12:00,3,316,62,232,66,126,294,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0044,2011-02-17 22:24:00,1,264,34,285,40,206,314,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0043,2011-02-17 12:12:00,1,269,8,273,154,137,473,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0042,2011-02-17 05:24:00,2,27,20,431,106,256,538,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0041,2011-02-17 01:12:00,0,267,8,210,29,182,259,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0040,2011-02-16 23:15:00,3,284,78,548,199,134,694,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0039,2011-02-16 03:12:00,3,40,78,300,6,287,313,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0038,2011-02-16 02:36:00,3,41,40,337,13,330,360,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0037,2011-02-15 23:48:00,1,281,8,478,131,273,538,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0036,2011-02-15 23:16:00,0,273,8,258,6,249,266,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0035,2011-02-15 14:12:00,0,117,12,318,20,285,341,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0034,2011-02-15 02:48:00,0,61,12,309,251,202,801,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0033,2011-02-15 02:36:00,1,308,10,443,121,385,637,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0032,2011-02-15 02:24:00,2,144,360,469,130,285,811,IV,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0031,2011-02-14 19:48:00,2,6,74,238,92,155,422,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0030,2011-02-14 18:24:00,1,109,28,211,86,153,411,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0029,2011-02-14 18:24:00,2,300,42,212,91,115,413,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0028,2011-02-14 17:24:00,0,260,6,510,237,115,744,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0027,2011-02-14 17:24:00,1,265,32,245,109,114,431,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0026,2011-02-13 19:48:00,1,99,8,337,8,322,341,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0025,2011-02-13 18:48:00,1,95,12,419,6,411,428,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0024,2011-02-13 18:36:00,1,286,14,267,94,114,413,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0023,2011-02-13 18:36:00,1,90,30,208,57,137,299,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0022,2011-02-13 09:12:00,1,280,22,413,99,247,529,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0021,2011-02-13 02:12:00,1,59,8,405,54,294,416,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0020,2011-02-12 21:12:00,1,97,16,359,36,328,419,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0019,2011-02-12 02:00:00,1,101,8,207,1,206,209,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0018,2011-02-11 22:12:00,2,94,82,336,52,267,456,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0017,2011-02-11 13:24:00,4,88,50,209,46,135,307,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0016,2011-02-11 08:48:00,1,279,12,405,124,206,419,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0015,2011-02-10 14:12:00,1,289,24,358,68,239,459,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0014,2011-02-10 07:36:00,1,287,12,142,155,134,425,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0013,2011-02-10 06:24:00,1,170,38,140,3,134,145,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0012,2011-02-10 06:12:00,6,228,70,138,2,133,141,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0011,2011-02-09 15:12:00,3,96,42,356,58,257,488,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0010,2011-02-09 14:24:00,1,86,26,332,39,277,395,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0009,2011-02-05 00:48:00,1,254,6,482,28,459,525,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0008,2011-02-04 23:48:00,1,292,34,477,487,359,1358,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0007,2011-02-04 23:48:00,2,294,34,419,10,413,438,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0006,2011-02-02 08:12:00,1,293,16,1771,259,1329,2016,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0005,2011-02-02 07:00:00,2,307,40,1224,288,992,1953,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0004,2011-02-01 23:36:00,0,328,30,419,212,102,534,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0003,2011-02-01 23:36:00,1,75,80,104,289,102,791,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0002,2011-02-01 23:12:00,0,25,16,431,219,102,480,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
02,0001,2011-02-01 23:05:00,0,287,28,523,376,103,1358,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/02/cmecat.txt
03,0118,2011-03-31 23:12:00,1,179,32,228,15,199,253,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0117,2011-03-31 09:24:00,2,262,42,413,188,152,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0116,2011-03-31 03:12:00,5,70,50,325,129,136,425,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0115,2011-03-30 23:12:00,2,77,28,144,144,139,508,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0114,2011-03-30 20:24:00,1,230,6,491,53,419,548,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0113,2011-03-30 13:36:00,1,73,16,307,27,280,361,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0112,2011-03-30 01:36:00,1,62,6,325,101,157,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0111,2011-03-29 23:36:00,1,99,16,186,230,136,753,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0110,2011-03-29 22:12:00,1,55,24,378,110,328,612,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0109,2011-03-29 22:00:00,2,231,164,702,324,136,1644,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0108,2011-03-29 20:24:00,1,332,10,1507,154,1201,1644,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0107,2011-03-29 20:24:00,3,49,160,880,209,405,1300,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0106,2011-03-29 18:24:00,1,12,6,706,223,351,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0105,2011-03-29 10:00:00,2,322,18,499,222,131,856,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0104,2011-03-29 00:48:00,1,55,8,343,24,312,384,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0103,2011-03-28 15:48:00,3,45,100,381,56,207,449,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0102,2011-03-28 08:00:00,1,110,34,406,77,270,552,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0101,2011-03-28 03:24:00,1,338,10,140,146,103,466,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0100,2011-03-27 21:24:00,4,324,38,143,137,101,416,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0099,2011-03-27 06:48:00,1,96,10,1547,567,328,1893,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0098,2011-03-27 05:36:00,4,86,134,600,281,103,1116,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0097,2011-03-27 04:36:00,0,338,14,317,32,269,376,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0096,2011-03-26 13:48:00,1,88,26,419,252,137,880,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0095,2011-03-26 13:48:00,2,88,26,212,42,139,261,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0094,2011-03-26 06:36:00,1,236,18,285,59,264,408,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0093,2011-03-26 06:24:00,1,15,12,466,34,400,492,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0092,2011-03-26 06:00:00,3,54,166,390,248,137,1024,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0091,2011-03-26 01:36:00,1,6,10,256,182,139,631,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0090,2011-03-25 07:48:00,6,99,64,325,130,140,664,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0089,2011-03-24 18:48:00,1,113,8,212,202,138,595,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0088,2011-03-24 17:24:00,1,97,24,253,520,133,1523,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0087,2011-03-24 12:36:00,2,54,94,461,147,206,801,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0086,2011-03-24 04:48:00,1,133,16,608,269,137,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0085,2011-03-24 03:12:00,1,47,20,419,5,413,431,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0084,2011-03-23 23:12:00,2,339,28,168,14,137,183,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0083,2011-03-23 21:36:00,1,314,10,303,108,173,462,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0082,2011-03-23 19:24:00,3,354,42,208,42,139,288,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0081,2011-03-23 18:49:00,0,319,8,374,6,374,385,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0080,2011-03-23 17:12:00,1,322,6,329,94,277,509,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0079,2011-03-23 09:24:00,1,247,40,431,75,388,618,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0078,2011-03-23 02:24:00,1,129,24,740,90,538,811,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0077,2011-03-23 01:36:00,2,20,34,322,96,106,477,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0076,2011-03-22 16:12:00,1,52,18,702,52,606,791,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0075,2011-03-22 10:24:00,1,69,8,504,103,407,625,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0074,2011-03-22 08:48:00,1,58,14,643,105,508,791,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0073,2011-03-22 03:48:00,1,76,10,555,242,347,1024,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0072,2011-03-22 01:48:00,2,312,22,459,47,369,548,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0071,2011-03-21 18:49:00,1,17,8,968,70,880,1077,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0070,2011-03-21 15:48:00,5,104,66,573,126,290,805,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0069,2011-03-21 07:00:00,1,316,22,336,80,184,413,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
03,0068,2011-03-21 02:36:00,5,144,360,976,431,135,1953,IV,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2011/03/cmecat.txt
