month,cme_id,t0,dt0_hr,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo_flag,source_url
02,0025,2010-02-23 10:54:00,1,82,22,472,183,192,841,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0024,2010-02-22 10:06:00,2,279,28,470,42,395,496,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0023,2010-02-20 19:54:00,2,293,8,412,88,363,577,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0022,2010-02-20 11:54:00,1,40,22,791,494,694,1950,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0021,2010-02-18 19:58:00,1,254,10,217,73,186,363,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0020,2010-02-17 15:30:00,1,279,8,203,50,190,303,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0019,2010-02-17 12:54:00,2,277,36,347,242,254,950,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0018,2010-02-15 13:31:00,1,219,12,451,66,355,548,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0017,2010-02-15 06:30:00,2,85,8,156,168,123,488,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0016,2010-02-15 05:06:00,2,95,60,320,466,175,1549,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0015,2010-02-15 01:31:00,4,277,20,1116,416,504,1838,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0014,2010-02-14 18:06:00,1,334,18,365,37,279,400,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0013,2010-02-14 03:54:00,3,337,40,371,85,150,422,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0012,2010-02-14 02:06:00,1,347,12,294,69,242,400,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0011,2010-02-13 19:54:00,6,289,116,284,403,111,1250,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0010,2010-02-12 22:06:00,4,278,82,1039,326,372,1720,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0009,2010-02-11 09:30:00,1,114,6,327,149,221,568,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0008,2010-02-10 17:06:00,2,98,34,380,24,325,389,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0007,2010-02-10 08:06:00,1,254,26,1201,358,440,1641,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0006,2010-02-08 08:30:00,0,64,10,225,25,214,281,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0005,2010-02-08 06:06:00,1,82,22,194,21,177,240,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0004,2010-02-07 03:54:00,3,108,142,339,48,220,446,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0003,2010-02-06 20:06:00,3,99,56,218,30,164,271,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0002,2010-02-05 03:08:00,2,283,20,375,15,364,406,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
02,0001,2010-02-01 10:26:00,2,250,46,73,0,73,75,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/02/cmecat.txt
03,0029,2010-03-20 00:54:00,5,274,86,339,16,303,367,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0028,2010-03-18 19:31:00,2,262,46,1338,350,465,1736,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0027,2010-03-18 06:06:00,1,68,10,436,140,284,637,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0026,2010-03-17 10:54:00,2,269,28,1358,523,300,1953,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0025,2010-03-15 16:30:00,2,77,12,339,22,294,359,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0024,2010-03-14 23:06:00,1,88,10,186,17,177,223,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0023,2010-03-14 05:54:00,7,111,60,195,24,137,236,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0022,2010-03-14 01:31:00,2,291,68,236,16,212,276,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0021,2010-03-14 00:54:00,3,43,40,295,51,218,416,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0020,2010-03-14 00:54:00,2,82,82,267,78,179,479,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0019,2010-03-13 17:06:00,2,303,28,801,101,579,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0018,2010-03-13 16:54:00,3,270,86,976,416,279,1642,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0017,2010-03-12 03:30:00,3,62,46,309,68,177,422,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0016,2010-03-11 20:30:00,5,70,50,194,56,123,359,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0015,2010-03-10 06:54:00,3,37,44,224,56,140,376,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0014,2010-03-06 15:32:00,1,278,6,1707,153,1609,1955,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0013,2010-03-06 14:03:00,1,282,6,1422,734,167,1875,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0012,2010-03-06 11:52:00,7,258,58,156,40,108,273,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0011,2010-03-06 08:27:00,1,114,30,538,48,479,626,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0010,2010-03-06 07:51:00,2,65,28,953,165,794,1348,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0009,2010-03-05 00:30:00,2,274,70,276,156,184,868,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0008,2010-03-04 14:06:00,1,261,12,370,113,229,558,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0007,2010-03-03 20:06:00,3,80,58,606,126,294,822,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0006,2010-03-03 15:30:00,2,66,14,434,135,200,612,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0005,2010-03-02 18:06:00,1,254,6,201,120,136,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0004,2010-03-01 23:30:00,1,57,8,281,104,202,473,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0003,2010-03-01 22:30:00,2,92,66,1116,262,578,1643,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0002,2010-03-01 22:06:00,2,60,34,868,60,744,1008,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
03,0001,2010-03-01 02:30:00,2,233,16,422,46,322,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/03/cmecat.txt
04,0022,2010-04-29 16:35:00,1,266,22,494,97,334,686,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0021,2010-04-28 14:48:00,1,80,10,422,55,325,431,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0020,2010-04-20 06:54:00,1,92,14,520,133,459,844,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0019,2010-04-19 16:54:00,5,306,98,281,71,137,395,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0018,2010-04-19 06:54:00,2,288,10,135,16,109,157,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0017,2010-04-18 19:54:00,8,248,66,318,80,114,411,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0016,2010-04-17 08:06:00,2,291,8,233,67,203,355,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0015,2010-04-15 13:54:00,2,253,56,546,95,322,679,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0014,2010-04-15 07:54:00,1,267,12,1488,197,1243,1752,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0013,2010-04-15 03:08:00,0,265,12,466,54,364,513,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0012,2010-04-13 08:30:00,5,300,98,383,90,193,529,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0011,2010-04-12 02:30:00,1,225,12,169,6,166,181,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0010,2010-04-11 02:30:00,3,223,32,137,11,111,151,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0009,2010-04-11 01:54:00,5,215,24,161,34,101,194,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0008,2010-04-08 10:30:00,1,47,16,431,35,390,496,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0007,2010-04-08 04:54:00,1,242,30,281,31,249,355,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0006,2010-04-08 03:30:00,6,65,44,174,37,102,217,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0005,2010-04-03 23:30:00,0,224,10,205,15,192,234,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0004,2010-04-03 09:54:00,1,187,44,303,17,266,332,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0003,2010-04-03 09:54:00,1,240,66,517,258,385,1134,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0002,2010-04-02 11:06:00,1,85,36,472,578,303,1820,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
04,0001,2010-04-02 04:30:00,1,4,6,342,66,281,458,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/04/cmecat.txt
05,0035,2010-05-31 21:30:00,1,196,30,366,69,279,520,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0034,2010-05-31 21:30:00,2,229,80,318,42,221,405,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0033,2010-05-30 19:54:00,3,309,28,218,67,112,325,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0032,2010-05-30 19:54:00,1,314,30,205,14,182,236,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0031,2010-05-30 00:06:00,1,305,8,169,45,112,238,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0030,2010-05-29 23:54:00,0,263,8,273,42,220,339,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0029,2010-05-29 23:54:00,2,303,8,134,16,111,157,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0028,2010-05-27 03:08:00,7,250,62,196,82,110,429,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0027,2010-05-26 17:06:00,2,136,10,114,5,110,123,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0026,2010-05-26 15:07:00,3,160,26,146,31,110,227,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0025,2010-05-25 04:06:00,1,103,20,744,625,221,1953,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0024,2010-05-24 14:30:00,1,264,10,218,18,185,226,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0023,2010-05-24 13:54:00,1,254,82,381,40,303,446,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0022,2010-05-24 07:54:00,1,334,22,205,18,173,242,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0021,2010-05-23 19:54:00,1,150,6,161,20,150,198,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0020,2010-05-23 17:54:00,2,255,28,235,10,221,255,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0019,2010-05-23 17:06:00,2,323,72,240,40,174,351,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0018,2010-05-22 19:54:00,2,269,60,204,25,156,248,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0017,2010-05-22 13:54:00,1,235,8,1077,451,625,1736,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0016,2010-05-19 05:30:00,5,302,54,189,46,109,276,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0015,2010-05-15 21:54:00,1,300,10,497,315,240,1077,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0014,2010-05-15 15:30:00,2,278,38,558,216,190,919,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0013,2010-05-10 03:30:00,1,46,6,357,303,218,919,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0012,2010-05-09 04:06:00,2,46,14,363,37,322,428,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0011,2010-05-08 19:54:00,3,304,42,492,201,197,947,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0010,2010-05-08 18:54:00,1,44,10,261,179,195,651,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0009,2010-05-08 05:06:00,1,315,36,624,448,452,1547,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0008,2010-05-07 08:06:00,1,323,16,679,466,505,1499,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0007,2010-05-06 19:54:00,2,234,6,396,28,347,422,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0006,2010-05-06 10:30:00,2,235,16,355,39,309,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0005,2010-05-05 21:30:00,6,239,68,452,114,240,637,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0004,2010-05-02 18:54:00,8,251,56,227,29,165,267,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0003,2010-05-01 13:24:00,2,82,34,408,305,137,1275,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0002,2010-05-01 06:48:00,2,110,58,408,6,398,427,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
05,0001,2010-05-01 01:00:00,2,88,50,304,76,181,419,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/05/cmecat.txt
06,0042,2010-06-29 15:26:00,1,275,12,169,5,161,174,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0041,2010-06-29 13:27:00,6,65,32,205,25,160,260,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0040,2010-06-29 09:50:00,3,250,34,199,44,127,292,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0039,2010-06-29 09:26:00,3,53,28,181,514,115,1420,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0038,2010-06-29 02:06:00,2,312,18,178,476,123,1249,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0037,2010-06-27 10:50:00,1,283,16,190,4,182,190,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0036,2010-06-26 00:26:00,0,294,10,454,54,355,509,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0035,2010-06-23 17:06:00,1,345,24,297,33,234,367,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0034,2010-06-19 23:50:00,8,99,76,499,183,198,1019,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0033,2010-06-19 15:26:00,1,109,28,585,302,400,1339,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0032,2010-06-19 07:27:00,3,301,28,207,27,153,267,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0031,2010-06-18 23:30:00,0,276,10,423,358,352,1171,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0030,2010-06-18 23:30:00,1,313,20,343,290,223,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0029,2010-06-18 03:30:00,2,125,8,131,32,112,192,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0028,2010-06-17 04:22:00,2,298,18,263,43,202,332,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0027,2010-06-16 23:55:00,1,66,22,141,15,108,161,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0026,2010-06-16 04:06:00,2,264,46,339,673,218,1562,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0025,2010-06-15 00:14:00,4,62,34,432,33,361,447,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0024,2010-06-14 21:30:00,5,132,58,195,37,134,277,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0023,2010-06-14 06:54:00,5,122,22,174,37,110,197,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0022,2010-06-14 03:54:00,1,292,6,449,694,434,1838,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0021,2010-06-14 01:31:00,1,290,26,322,649,245,1572,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0020,2010-06-13 06:06:00,6,278,74,351,111,113,612,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0019,2010-06-13 06:06:00,4,253,32,218,61,104,294,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0018,2010-06-12 09:54:00,5,68,82,295,48,226,381,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0017,2010-06-12 09:54:00,1,299,28,445,85,251,539,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0016,2010-06-12 03:08:00,3,296,30,251,764,187,1838,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0015,2010-06-12 01:31:00,2,289,52,351,78,200,529,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0014,2010-06-11 15:30:00,1,88,6,110,2,107,113,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0013,2010-06-11 09:30:00,1,52,10,199,48,191,309,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0012,2010-06-10 10:30:00,2,84,10,155,33,112,214,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0011,2010-06-09 05:30:00,1,247,12,946,20,919,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0010,2010-06-05 09:02:00,4,239,32,267,28,199,305,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0009,2010-06-04 12:54:00,2,221,32,203,58,161,312,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0008,2010-06-04 12:06:00,1,307,16,664,299,323,1302,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0007,2010-06-04 12:06:00,1,284,22,300,4,293,306,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0006,2010-06-04 00:54:00,4,47,28,244,159,195,568,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0005,2010-06-03 06:54:00,2,269,28,221,14,187,231,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0004,2010-06-03 00:30:00,1,89,16,372,14,351,390,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0003,2010-06-02 23:30:00,6,100,46,160,49,101,258,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0002,2010-06-02 13:54:00,1,239,12,267,481,111,1420,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
06,0001,2010-06-02 13:31:00,4,291,44,228,95,124,512,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/06/cmecat.txt
07,0010,2010-07-09 06:54:00,1,73,8,512,709,325,1748,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0009,2010-07-08 16:30:00,2,278,30,142,47,112,248,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0008,2010-07-06 05:06:00,1,242,6,288,21,262,318,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0007,2010-07-05 22:30:00,1,287,8,117,18,107,154,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0006,2010-07-05 18:06:00,2,51,120,472,68,328,600,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0005,2010-07-03 12:30:00,1,56,6,532,237,240,783,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0004,2010-07-03 09:54:00,2,82,82,313,34,246,392,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0003,2010-07-03 04:08:00,3,240,42,411,64,312,521,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0002,2010-07-03 02:51:00,2,18,10,171,9,156,179,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
07,0001,2010-07-03 02:51:00,3,80,34,251,22,219,299,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/07/cmecat.txt
08,0037,2010-08-31 20:00:00,2,242,90,493,252,238,1022,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/08/cmecat.txt
08,0036,2010-08-31 14:12:00,1,246,30,378,139,209,656,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/08/cmecat.txt
08,0035,2010-08-31 03:24:00,1,251,32,339,108,139,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2010/08/cmecat.txt
