month,cme_id,t0,dt0_hr,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo_flag,source_url
01,0095,2013-01-22 01:25:00,1,42,10,655,122,437,752,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0094,2013-01-21 13:25:00,1,198,6,298,30,244,328,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0093,2013-01-21 08:12:00,9,250,110,415,95,207,508,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0092,2013-01-20 10:12:00,3,274,54,300,43,207,343,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0091,2013-01-20 10:00:00,1,335,24,329,21,307,385,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0090,2013-01-20 08:36:00,1,340,66,694,85,563,880,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0089,2013-01-20 07:00:00,1,110,14,454,98,413,644,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0088,2013-01-19 12:00:00,0,18,6,138,1,136,141,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0087,2013-01-19 02:12:00,1,279,36,381,64,251,459,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0086,2013-01-18 15:24:00,1,290,22,330,42,255,403,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0085,2013-01-18 15:24:00,5,60,34,245,112,133,425,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0084,2013-01-18 10:00:00,1,286,46,390,71,234,428,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0083,2013-01-17 11:24:00,4,66,38,323,84,139,469,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0082,2013-01-17 08:24:00,1,235,16,1201,395,781,1953,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0081,2013-01-17 03:12:00,1,270,26,261,60,160,372,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0080,2013-01-16 19:00:00,2,243,152,631,142,200,960,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0079,2013-01-16 13:48:00,2,271,36,220,41,138,296,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0078,2013-01-16 11:24:00,1,105,16,271,92,136,388,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0077,2013-01-16 07:24:00,4,194,42,686,324,221,1488,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0076,2013-01-15 21:38:00,2,126,50,403,38,334,504,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0075,2013-01-15 20:24:00,1,293,8,498,227,344,843,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0074,2013-01-15 19:48:00,1,318,46,791,145,459,1041,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0073,2013-01-15 09:48:00,1,275,32,382,51,289,437,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0072,2013-01-15 08:24:00,4,209,64,225,74,132,425,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0071,2013-01-15 04:24:00,1,220,18,984,68,880,1136,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0070,2013-01-14 18:48:00,1,222,10,821,191,411,942,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0069,2013-01-14 15:36:00,1,53,24,425,91,230,488,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0068,2013-01-14 09:48:00,0,34,10,516,65,416,618,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0067,2013-01-14 09:24:00,1,94,46,419,6,413,431,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0066,2013-01-14 09:12:00,3,192,22,722,225,496,1201,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0065,2013-01-14 08:12:00,1,223,8,702,9,702,718,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0064,2013-01-14 02:48:00,0,339,8,330,62,246,408,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0063,2013-01-13 19:24:00,1,276,6,623,55,568,710,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0062,2013-01-13 19:00:00,3,250,54,435,228,110,735,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0061,2013-01-13 12:36:00,1,311,44,208,7,195,225,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0060,2013-01-13 08:48:00,1,290,22,844,199,431,1201,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0059,2013-01-13 06:00:00,1,345,8,235,30,233,288,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0058,2013-01-12 11:12:00,1,92,22,252,72,206,408,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0057,2013-01-12 07:48:00,2,234,34,212,48,138,270,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0056,2013-01-12 06:36:00,2,241,40,251,98,131,416,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0055,2013-01-12 00:00:00,0,45,12,182,92,140,355,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0054,2013-01-11 23:24:00,1,114,6,138,2,137,142,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0053,2013-01-11 19:36:00,2,97,24,140,1,137,141,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0052,2013-01-11 16:12:00,0,62,38,257,108,131,425,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0051,2013-01-11 12:48:00,1,47,12,1128,575,431,1897,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0050,2013-01-11 09:24:00,0,186,6,142,0,141,142,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0049,2013-01-11 08:48:00,0,189,12,419,316,143,1059,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0048,2013-01-11 06:36:00,2,53,40,523,100,349,762,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0047,2013-01-11 04:36:00,1,71,12,330,461,140,1420,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0046,2013-01-11 03:24:00,1,315,8,219,15,199,240,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0045,2013-01-11 00:12:00,3,88,74,510,32,437,595,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0044,2013-01-10 15:24:00,1,65,20,434,23,411,473,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0043,2013-01-10 09:12:00,0,50,10,431,2,428,434,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0042,2013-01-10 07:48:00,1,66,26,372,57,288,484,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0041,2013-01-10 01:36:00,2,75,48,347,42,313,459,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0040,2013-01-09 22:24:00,1,98,6,217,78,135,303,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0039,2013-01-09 21:25:00,1,81,12,140,2,135,141,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0038,2013-01-09 16:48:00,1,342,10,270,19,236,294,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0037,2013-01-09 15:24:00,0,344,14,141,64,131,249,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0036,2013-01-09 14:24:00,1,228,6,139,2,135,141,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0035,2013-01-09 07:48:00,1,241,12,679,607,128,1838,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0034,2013-01-09 03:24:00,0,73,8,140,1,138,141,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0033,2013-01-08 22:49:00,2,105,36,330,67,300,492,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0032,2013-01-08 12:00:00,2,346,14,138,1,137,142,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0031,2013-01-07 20:29:00,0,264,6,223,54,203,329,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0030,2013-01-07 11:24:00,4,232,66,263,78,133,367,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0029,2013-01-07 04:24:00,0,110,26,536,10,516,543,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0028,2013-01-07 04:12:00,1,56,58,353,107,282,651,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0027,2013-01-06 23:36:00,0,109,8,512,29,504,563,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0026,2013-01-06 23:24:00,3,26,58,271,81,125,400,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0025,2013-01-06 07:12:00,0,220,10,665,69,538,686,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0024,2013-01-06 05:36:00,6,281,128,419,71,318,618,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0023,2013-01-06 01:36:00,1,273,8,367,40,345,431,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0022,2013-01-06 00:24:00,1,266,6,440,5,431,443,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0021,2013-01-05 22:00:00,2,173,36,679,98,548,880,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0020,2013-01-05 09:24:00,1,82,18,343,62,259,446,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0019,2013-01-05 08:00:00,1,227,20,281,68,206,381,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0018,2013-01-04 19:48:00,1,299,20,140,206,139,631,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0017,2013-01-04 16:36:00,1,100,6,138,1,137,140,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0016,2013-01-04 16:12:00,2,234,18,174,137,135,419,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0015,2013-01-04 16:00:00,4,266,98,317,88,139,488,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0014,2013-01-04 10:00:00,2,256,90,179,45,129,299,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0013,2013-01-04 09:12:00,1,55,8,343,33,317,395,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0012,2013-01-04 00:12:00,2,52,30,265,42,179,313,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0011,2013-01-03 22:06:00,1,63,28,957,466,233,1717,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0010,2013-01-03 09:36:00,0,334,26,138,1,137,140,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0009,2013-01-03 09:36:00,2,327,44,139,1,138,142,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0008,2013-01-03 07:12:00,3,344,50,190,206,132,791,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0007,2013-01-03 07:00:00,0,354,10,796,46,762,880,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0006,2013-01-02 07:36:00,3,289,108,398,94,258,686,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0005,2013-01-01 13:36:00,1,309,12,139,685,138,1453,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0004,2013-01-01 09:24:00,1,59,8,355,160,279,651,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0003,2013-01-01 06:24:00,1,310,10,137,0,137,138,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0002,2013-01-01 01:36:00,3,39,72,211,62,105,320,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
01,0001,2013-01-01 00:12:00,5,315,20,141,77,138,336,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/01/cmecat.txt
02,0128,2013-02-28 19:12:00,1,167,8,1646,81,1525,1735,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0127,2013-02-28 19:12:00,1,202,6,269,52,219,350,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0126,2013-02-28 17:37:00,1,90,34,588,88,414,736,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0125,2013-02-28 15:48:00,0,334,10,414,99,374,631,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0124,2013-02-28 07:00:00,0,92,6,264,480,139,1201,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0123,2013-02-28 05:24:00,0,176,14,792,279,484,1358,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0122,2013-02-28 05:00:00,1,166,6,1389,416,726,1893,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0121,2013-02-28 01:36:00,6,91,68,320,90,138,425,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0120,2013-02-27 23:24:00,2,289,16,223,72,140,339,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0119,2013-02-27 22:36:00,2,323,16,405,53,286,463,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0118,2013-02-27 21:48:00,0,34,14,381,20,341,397,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0117,2013-02-27 17:36:00,1,254,10,449,61,425,563,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0116,2013-02-27 13:25:00,7,328,62,347,56,188,431,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0115,2013-02-27 12:12:00,1,305,16,316,43,240,355,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0114,2013-02-27 08:12:00,0,259,8,702,153,644,961,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0113,2013-02-27 07:24:00,3,337,20,142,957,126,1894,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0112,2013-02-27 07:12:00,1,38,18,573,81,425,686,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0111,2013-02-27 04:36:00,5,245,196,508,89,244,710,III,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0110,2013-02-26 22:00:00,1,337,8,710,354,139,976,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0109,2013-02-26 20:24:00,3,349,28,424,112,318,680,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0108,2013-02-26 11:12:00,1,96,14,724,186,473,992,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0107,2013-02-26 11:00:00,1,254,10,150,85,135,330,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0106,2013-02-26 09:36:00,9,290,286,702,279,243,1332,IV,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0105,2013-02-26 03:48:00,1,156,18,320,47,217,390,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0104,2013-02-26 02:00:00,1,120,18,483,63,413,589,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0103,2013-02-25 17:36:00,1,89,16,558,317,101,844,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0102,2013-02-25 17:12:00,3,179,84,408,180,135,753,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0101,2013-02-25 14:12:00,2,315,20,264,97,136,422,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0100,2013-02-25 10:24:00,1,198,6,529,33,508,584,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0099,2013-02-25 09:48:00,0,199,8,516,85,469,657,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0098,2013-02-25 08:12:00,1,207,20,668,89,452,726,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0097,2013-02-25 08:12:00,2,247,16,404,631,109,1838,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0096,2013-02-25 08:12:00,3,204,18,484,37,403,525,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0095,2013-02-25 04:48:00,5,291,92,445,70,315,589,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0094,2013-02-25 03:12:00,1,89,16,142,169,134,573,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0093,2013-02-24 23:24:00,2,227,44,143,62,129,270,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0092,2013-02-24 20:48:00,3,225,40,137,1,136,139,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0091,2013-02-24 19:00:00,2,225,36,136,1,133,139,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0090,2013-02-24 13:36:00,1,308,10,307,24,271,345,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0089,2013-02-24 09:12:00,1,167,36,508,64,413,606,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0088,2013-02-24 08:36:00,1,89,20,419,25,400,484,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0087,2013-02-24 00:00:00,3,173,52,419,57,320,553,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0086,2013-02-23 23:24:00,2,300,10,427,397,314,1226,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0085,2013-02-23 23:24:00,1,91,32,612,317,138,906,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0084,2013-02-23 18:48:00,6,259,120,465,98,270,664,II,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0083,2013-02-23 18:12:00,1,145,20,477,85,405,686,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0082,2013-02-23 13:36:00,2,260,34,288,133,137,469,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0081,2013-02-23 05:48:00,1,305,12,392,2,388,393,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0080,2013-02-23 03:24:00,5,115,80,140,2,136,142,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0079,2013-02-22 07:24:00,1,11,16,542,111,403,735,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0078,2013-02-22 05:24:00,3,41,76,595,128,349,844,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0077,2013-02-22 02:24:00,1,354,18,395,177,154,563,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0076,2013-02-21 22:12:00,1,131,20,1016,168,606,1097,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
02,0075,2013-02-21 12:00:00,1,320,6,145,4,138,146,,https://www.sidc.be/cactus/catalog/LASCO/2_5_0/2013/02/cmecat.txt
